RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
343,75714862,Miller,777,France,Female,21,3,197643.18,4,1,1,99550.04,1
344,94607810,Jones,773,Spain,Male,64,2,12571.08,3,0,1,137119.71,0
345,33232159,Davis,599,Germany,Female,27,4,239216.29,2,1,1,130380.72,1
346,95401984,Miller,751,Spain,Male,31,9,197073.46,3,1,0,68445.87,1
347,34912992,Smith,717,France,Female,60,7,22991.54,1,1,0,51721.32,1
348,89688923,Davis,661,Germany,Male,22,10,236642.52,4,0,1,35017.65,1
349,69167590,Miller,777,Spain,Female,66,10,47772.68,4,0,0,107012.6,1
350,46852847,Brown,533,France,Male,42,9,44710.54,1,0,0,35565.43,1
351,51936847,Jones,697,Germany,Male,61,2,167172.23,1,1,0,132871.82,1
352,70485173,Jones,431,France,Male,29,9,145037.44,4,0,0,132348.95,0
353,29190989,Johnson,828,Spain,Female,69,2,52382.16,1,0,0,101363.52,1
354,94343622,Smith,420,Spain,Male,69,7,220466.64,4,1,1,34404.63,0
355,67018932,Jones,808,Germany,Male,65,7,242255.97,2,0,1,46180.14,1
356,42963318,Brown,710,Germany,Male,70,6,204827.58,1,0,1,61473.93,1
357,51550396,Williams,481,Spain,Female,29,9,129094.23,4,0,1,15732.36,0
358,10455878,Williams,471,France,Male,60,4,98334.27,4,1,1,109961.87,1
359,46864236,Johnson,465,Germany,Male,42,7,71526.16,1,0,0,24699.0,0
360,33440201,Williams,810,France,Female,59,6,136501.24,3,1,1,150197.05,0
361,27861104,Brown,757,Germany,Male,63,0,107057.09,2,1,0,107245.59,1
362,45570615,Miller,589,France,Female,68,2,181673.72,1,1,0,133177.62,1
363,28120712,Davis,643,Germany,Female,19,5,64289.04,2,1,0,94384.31,1
364,58746782,Brown,382,Germany,Male,42,10,195255.62,1,1,0,15704.63,1
365,26381864,Miller,464,France,Female,28,7,26718.2,3,1,1,110586.51,0
366,41636245,Smith,752,Spain,Male,38,9,232030.94,2,1,1,34164.9,1
367,80639837,Brown,365,France,Female,49,9,65731.43,2,0,1,71762.7,1
368,79891844,Jones,778,France,Male,31,1,61187.33,4,1,0,90748.96,1
369,52601419,Williams,454,Germany,Male,60,6,5587.12,1,0,0,91160.88,0
370,60486952,Jones,368,Germany,Female,49,9,221796.07,2,1,0,12604.01,1
371,16724806,Miller,460,Spain,Male,41,0,234087.89,2,1,0,91911.88,0
372,12553326,Jones,551,Germany,Female,38,10,95173.1,3,0,0,63933.61,1
373,48027818,Johnson,617,Spain,Male,60,0,21181.15,1,1,1,56205.45,1
374,18965455,Jones,637,Germany,Male,71,4,201124.2,4,1,0,113481.66,1
375,43804654,Smith,700,Germany,Female,30,3,50207.97,3,0,0,70240.49,1
376,40807370,Miller,617,Germany,Male,70,1,15136.7,2,1,0,7386.34,1
377,21588211,Smith,542,Spain,Male,29,6,226717.66,4,1,1,145132.56,0
378,69588416,Miller,424,Spain,Male,41,7,54333.79,2,0,0,149369.07,0
379,49968355,Smith,510,Spain,Male,42,5,58996.21,4,0,1,146238.32,1
380,27445470,Davis,827,Germany,Male,60,7,185075.72,3,0,0,132821.5,1
381,14848254,Smith,510,Spain,Male,63,9,29677.53,1,0,0,34271.71,0
382,62587347,Williams,532,Germany,Female,62,10,156289.12,1,1,1,140362.03,1
383,32726038,Johnson,434,Germany,Male,25,7,48574.61,4,1,1,52157.74,1
384,25514134,Jones,666,France,Male,25,6,41583.36,2,1,0,40244.81,1
385,82939383,Williams,669,France,Male,41,7,169730.85,3,1,1,34650.09,1
386,40984670,Brown,718,Spain,Female,40,1,95082.89,2,1,0,94068.82,0
387,17909637,Williams,587,Spain,Female,49,9,9781.68,4,0,1,148035.39,1
388,56738661,Smith,414,Spain,Male,66,3,174351.05,2,0,0,55634.22,0
389,42755269,Williams,598,France,Female,34,9,238273.99,2,0,1,52169.08,0
390,81982236,Jones,706,France,Female,51,5,234660.76,2,1,1,99038.97,0
391,54528953,Jones,753,France,Female,31,7,194902.28,3,0,0,67970.71,0
392,22703882,Williams,427,France,Female,30,0,1131.22,3,1,0,122613.76,0
393,93920688,Williams,699,France,Male,56,7,174995.92,2,1,1,95723.39,0
394,66423758,Brown,454,Spain,Male,34,8,95745.56,3,0,1,140323.1,1
395,93449569,Miller,446,France,Female,28,10,57106.59,3,0,0,17855.99,1
396,31730962,Davis,824,Spain,Female,59,1,242565.87,3,0,1,101954.04,1
397,73810928,Smith,537,France,Male,18,9,236662.84,3,1,0,33992.55,0
398,95968631,Brown,802,Spain,Male,28,6,63447.75,1,1,1,111651.38,1
399,82513445,Miller,559,Germany,Female,27,8,50166.95,3,1,1,42301.49,1
400,37891981,Brown,625,France,Male,24,6,93843.35,2,0,1,50686.93,0
401,75026875,Smith,664,France,Female,51,10,224405.29,1,0,1,111730.04,0
402,42537836,Miller,657,Germany,Female,32,0,19065.44,2,0,1,143599.83,0
403,57524619,Davis,633,Spain,Male,36,8,225077.17,4,1,0,71868.81,0
404,37964193,Davis,816,France,Male,30,9,22349.01,1,1,0,13391.85,1
405,62558236,Brown,717,Germany,Female,51,4,141367.5,1,0,1,100104.63,1
406,47414029,Jones,522,Germany,Male,29,3,106708.03,2,1,0,134852.55,1
407,58591910,Davis,824,Germany,Female,39,0,139802.99,2,0,0,144531.28,0
408,59933519,Miller,542,Spain,Female,41,6,215723.32,2,1,1,56098.92,1
409,89412269,Davis,719,Germany,Male,28,9,109150.8,3,0,1,126149.63,0
410,87090460,Smith,484,Spain,Male,21,2,241054.01,2,0,1,88068.88,0
411,73513477,Johnson,778,Germany,Female,21,5,118592.58,2,1,0,56266.58,0
412,43323516,Davis,673,Spain,Male,48,7,17204.34,1,0,1,46821.51,1
413,28262161,Johnson,539,Germany,Female,53,9,250131.2,4,0,1,122132.32,0
414,21874355,Miller,833,France,Female,47,0,241120.94,2,0,1,11187.51,1
415,34794454,Jones,419,Germany,Female,36,4,86186.13,4,0,1,107642.41,0
416,98607840,Williams,425,Germany,Female,37,6,31453.29,2,0,1,133430.19,0
417,40549999,Johnson,395,Germany,Female,35,10,12539.85,4,1,0,91035.12,0
418,67378586,Brown,457,France,Male,60,1,44879.54,2,0,0,109521.51,1
419,36310696,Brown,383,Germany,Male,39,5,11485.32,3,1,0,47850.95,0
420,40643761,Davis,730,Germany,Female,23,8,37518.08,2,0,1,55135.98,1
421,74251879,Williams,833,Spain,Female,27,10,77158.8,4,0,1,125971.05,1
422,80099164,Davis,523,Spain,Female,27,7,249603.16,1,0,1,20801.9,1
423,43791782,Johnson,703,Spain,Female,30,10,204501.83,3,0,1,61283.4,1
424,16113308,Miller,835,France,Female,44,0,191366.1,1,0,0,106897.56,0
425,82023307,Davis,741,Spain,Female,21,7,77010.71,4,0,1,142585.6,1
426,34068359,Smith,557,France,Female,47,2,129767.36,2,0,0,72304.27,0
427,89599783,Brown,758,Germany,Male,52,2,232995.04,2,1,1,24631.73,1
428,40736049,Johnson,589,France,Female,25,8,173836.59,4,0,0,48187.66,1
429,76568126,Johnson,760,France,Male,58,10,90121.02,2,1,0,33796.15,1
430,88713922,Williams,770,Germany,Male,71,7,237065.38,1,0,1,140829.46,1
431,45339891,Davis,719,France,Male,33,6,170635.5,2,1,0,93802.73,1
432,92084541,Williams,654,France,Male,25,10,19437.77,4,0,1,139653.11,1
433,91861911,Davis,661,France,Female,20,4,84772.85,3,1,1,130020.55,1
434,66707398,Johnson,837,France,Male,49,4,45922.81,3,1,1,50914.66,1
435,91151760,Davis,750,Spain,Male,24,2,30929.01,4,0,0,30172.1,0
436,10737411,Smith,723,Spain,Female,66,6,73126.0,4,0,1,55884.66,0
437,57458974,Smith,382,Germany,Female,69,1,107624.83,3,1,0,71613.23,1
438,18101724,Davis,810,Spain,Female,48,8,93096.73,4,0,0,56633.27,1
439,15848089,Miller,837,France,Male,40,6,97562.61,4,0,0,14734.76,1
440,90827135,Williams,816,France,Female,21,6,206770.65,1,0,1,149177.66,1
441,68056418,Brown,385,Spain,Male,66,4,224115.9,2,1,1,23861.69,1
442,87271745,Miller,777,France,Female,48,6,179940.07,1,1,1,89826.47,0
443,22804058,Jones,391,France,Female,26,4,97651.45,1,1,0,122239.53,0
444,20262275,Brown,454,Germany,Female,35,7,201594.59,4,0,0,73910.79,0
445,60464525,Johnson,409,Germany,Male,61,6,195019.48,1,0,1,21881.36,1
446,36440546,Johnson,543,Germany,Male,28,4,193587.27,1,1,0,93721.66,1
447,62936675,Jones,729,Germany,Female,41,0,60961.48,1,0,0,123712.84,0
448,85162865,Jones,417,Germany,Male,48,7,179041.38,1,1,0,13080.1,1
449,38489109,Brown,787,France,Male,27,7,188091.15,4,1,0,111662.56,1
450,15741723,Jones,775,Germany,Female,49,7,205711.84,3,1,0,14120.21,1
451,93769074,Williams,410,Spain,Male,57,0,20739.13,4,0,0,97076.9,1
452,74321120,Miller,636,Spain,Female,67,6,156872.63,4,1,1,34682.58,0
453,26948761,Smith,420,Germany,Female,31,7,59742.85,3,1,1,130287.23,0
454,68284149,Jones,540,Spain,Male,56,4,189094.68,2,0,1,58323.81,1
455,61471483,Davis,638,Germany,Male,29,8,6292.9,4,1,0,73183.22,0
456,17989366,Johnson,840,France,Female,56,7,16667.18,1,0,0,92344.46,1
457,54603821,Smith,517,Spain,Male,63,4,28167.67,1,1,0,53932.98,0
458,23345727,Brown,829,Germany,Male,41,6,62110.14,2,1,0,32577.77,0
459,79671709,Brown,417,France,Female,35,7,110631.55,1,0,1,70965.37,1
460,47160078,Jones,524,Germany,Male,26,0,193929.85,1,1,0,59347.3,1
461,25845250,Jones,658,France,Female,60,5,114321.9,2,0,0,147741.72,1
462,17223941,Brown,574,Germany,Male,45,8,32713.51,4,0,0,95282.78,1
463,19279694,Smith,572,France,Female,35,7,142096.94,3,1,1,95461.06,0
464,71963557,Davis,805,Germany,Male,41,8,235546.02,4,1,0,81033.94,1
465,71464486,Johnson,593,Spain,Female,69,10,89853.81,4,0,1,102531.46,0
466,96545208,Smith,540,France,Male,27,2,96804.12,2,1,1,143682.07,0
467,12954741,Williams,751,Spain,Female,65,10,178492.74,3,0,0,20732.56,1
468,18407109,Jones,488,Spain,Male,21,6,35884.85,2,1,0,91239.76,1
469,13617746,Smith,751,France,Female,29,10,79326.23,4,1,1,135153.64,0
470,48926958,Johnson,715,Germany,Male,51,0,19270.53,4,0,1,91034.92,1
471,48780149,Jones,589,Germany,Female,21,7,225795.62,1,1,1,110675.11,1
472,31357917,Miller,769,France,Male,21,10,94437.84,2,1,0,53286.18,1
473,77014392,Williams,779,France,Female,21,1,28413.5,1,1,0,128005.37,1
474,42329110,Johnson,524,Spain,Male,57,1,93232.27,4,1,0,110753.65,0
475,29873623,Johnson,786,Germany,Male,33,0,235827.13,1,0,1,23480.8,0
476,70087687,Miller,371,Spain,Male,26,7,34249.83,4,0,0,89347.16,0
477,91178913,Brown,531,France,Male,61,0,205266.72,3,1,0,102444.4,1
478,51500614,Davis,531,France,Female,31,1,140093.38,2,0,0,121897.06,1
479,54448707,Jones,819,Germany,Male,60,0,38732.47,4,1,0,98674.51,1
480,30921912,Brown,423,France,Male,46,8,240504.27,1,1,0,97849.25,1
481,14631672,Jones,595,Spain,Male,37,1,168972.34,3,1,1,86129.62,0
482,11452176,Williams,703,France,Male,40,8,192348.17,3,0,0,118000.31,1
483,68086900,Smith,356,Spain,Female,42,9,36404.42,3,1,0,97457.72,1
484,65862195,Johnson,520,Germany,Male,67,1,158258.76,3,1,1,32793.33,0
485,84629738,Brown,585,Spain,Female,23,7,145559.77,4,0,1,32370.97,1
486,97372042,Jones,627,Germany,Male,29,7,241044.45,2,1,0,145286.87,1
487,79789547,Johnson,812,Spain,Female,67,5,233358.32,3,1,0,143550.88,1
488,42130527,Miller,538,Spain,Female,21,4,187445.6,3,1,1,126195.91,1
489,79941302,Smith,761,Germany,Male,22,10,191551.9,3,1,0,128900.76,1
490,68722552,Smith,421,Spain,Female,47,3,75211.07,3,1,1,123945.92,1
491,29089101,Brown,385,Germany,Female,22,6,200297.97,4,1,0,67775.28,1
492,83032861,Jones,843,Germany,Male,59,0,106258.17,2,0,0,133836.54,0
493,40529923,Smith,534,Spain,Male,37,10,189825.94,2,1,0,57566.69,0
494,17608885,Brown,516,Spain,Male,42,6,238878.44,1,0,0,147656.17,1
495,66320907,Davis,463,Germany,Male,50,2,5074.89,1,1,1,15097.63,0
496,48327232,Davis,539,Spain,Male,46,9,186569.11,2,0,0,99063.38,1
497,41809460,Miller,591,Germany,Male,64,4,95206.09,2,0,1,55350.8,1
498,20486541,Miller,731,France,Male,21,10,179760.06,1,1,1,98731.28,0
499,81109723,Jones,649,France,Male,57,5,244764.35,1,1,0,139885.13,1
500,56962308,Davis,527,France,Female,32,0,235227.69,2,1,0,60198.18,0
501,42564442,Smith,468,France,Male,38,4,97971.14,3,0,0,138566.13,0
502,20340791,Jones,793,Spain,Female,57,10,88331.56,4,1,0,130812.72,1
503,54428946,Davis,750,Spain,Female,61,1,79180.96,1,1,0,67734.44,0
504,31736739,Johnson,524,Spain,Male,36,1,13974.67,3,1,0,148021.65,1
505,52336539,Williams,573,Spain,Male,61,8,76084.04,1,1,0,47230.94,0
506,32513460,Davis,376,Germany,Female,66,8,4748.91,2,1,1,97325.88,1
507,17778608,Brown,747,Germany,Female,23,2,197414.52,3,0,1,40238.77,0
508,81149210,Johnson,830,Germany,Female,21,10,247361.97,1,1,0,16272.75,1
509,50873723,Davis,783,France,Female,21,9,47444.23,3,1,1,142483.0,0
510,54215747,Miller,416,France,Female,68,6,247074.63,3,0,0,123364.42,0
511,14564897,Williams,435,France,Female,41,0,76924.2,1,0,0,51890.16,0
512,54743150,Johnson,368,France,Female,28,9,97540.4,2,0,1,12917.54,0
513,50989861,Davis,721,France,Female,66,3,247441.18,4,0,0,101151.22,0
514,17145031,Smith,367,France,Male,49,2,237589.12,4,0,1,139724.26,0
515,52096618,Johnson,596,Spain,Male,25,0,208523.62,3,0,1,127927.81,0
516,93016219,Miller,393,France,Male,49,0,184042.92,1,0,0,141883.62,1
517,40355052,Brown,807,Spain,Female,45,4,34376.61,2,0,0,49953.63,1
518,53671484,Johnson,558,Germany,Male,41,9,202123.63,4,1,0,10621.78,0
519,34906577,Williams,440,Germany,Female,67,10,57334.54,4,1,1,109751.53,0
520,80483414,Davis,588,Germany,Male,42,3,242446.3,4,1,1,142293.74,1
521,63881701,Jones,731,France,Male,19,7,174740.86,2,1,1,33425.95,1
522,52022719,Brown,410,France,Male,19,9,31745.29,1,0,1,111317.05,1
523,83202179,Miller,522,Spain,Male,36,10,148128.58,1,0,0,129520.08,1
524,92611133,Williams,565,France,Male,42,10,215865.19,1,0,0,146680.29,0
525,45121260,Brown,758,Germany,Male,69,8,65570.86,4,1,1,34485.61,1
526,73452128,Jones,360,Spain,Male,36,2,182419.83,4,0,0,109120.26,1
527,99397944,Jones,753,Germany,Female,40,10,193796.37,1,1,1,104453.12,1
528,98197278,Williams,590,Germany,Male,45,7,206373.69,1,1,0,126012.61,0
529,89000536,Jones,775,Spain,Male,27,10,214507.32,2,1,1,57181.84,1
530,91426932,Jones,715,Germany,Male,19,3,7451.68,3,1,1,56202.53,1
531,11694255,Davis,376,Germany,Female,61,9,26980.91,3,0,1,28374.5,0
532,69406254,Miller,713,Spain,Female,24,8,33866.16,1,0,0,130626.83,1
533,12141245,Miller,434,Spain,Female,43,8,207980.26,1,0,0,129724.36,0
534,78082381,Miller,832,Germany,Female,43,10,199952.84,4,0,1,56372.1,0
535,83705893,Davis,766,Spain,Female,23,8,168969.29,2,0,1,98420.23,1
536,78896051,Brown,674,France,Female,34,1,47629.89,3,1,1,60514.08,0
537,22819152,Smith,582,Spain,Female,66,4,6802.17,2,1,1,108061.55,1
538,33299073,Smith,384,Germany,Male,22,4,88509.66,4,0,0,8493.05,1
539,78921748,Smith,646,France,Male,37,0,180913.94,4,0,1,56047.9,1
540,12372701,Davis,613,Germany,Male,67,9,205712.58,2,0,0,56153.31,0
541,71070998,Davis,834,Spain,Male,42,2,73687.3,4,0,0,133110.0,1
542,72608498,Miller,603,Spain,Female,67,7,238100.61,2,1,0,91068.33,1
543,74099431,Davis,423,Germany,Male,28,4,143991.0,2,1,0,117846.95,0
544,52554403,Johnson,386,France,Male,31,5,102379.95,4,1,0,126587.63,1
545,57535143,Smith,727,Germany,Female,37,4,193125.0,3,1,1,56652.8,1
546,42523520,Brown,843,Germany,Female,22,10,247281.14,3,0,0,35761.57,1
547,32754798,Smith,649,France,Female,40,6,170708.36,2,0,0,50134.9,1
548,28318347,Williams,425,Germany,Female,71,7,149965.05,3,1,0,27260.43,0
549,59432026,Jones,409,France,Male,51,2,21798.57,1,0,1,52169.16,0
550,36088962,Williams,809,France,Female,46,10,61076.1,2,0,1,51294.76,0
551,77826135,Miller,585,France,Male,70,10,61306.56,2,0,0,91557.06,0
552,72670251,Jones,812,Germany,Female,44,6,220785.87,1,1,0,46136.12,1
553,72630688,Miller,396,France,Male,48,6,196938.66,4,1,0,96991.93,1
554,57545261,Brown,652,Germany,Female,45,8,232104.29,2,0,0,56061.64,1
555,39866902,Davis,787,Germany,Female,49,4,244494.92,2,0,0,55200.38,1
556,14043389,Davis,459,France,Female,38,3,136458.82,2,1,1,103801.21,1
557,24675456,Johnson,789,France,Male,39,7,68661.94,3,1,1,89095.6,1
558,57907447,Brown,542,France,Male,41,4,19703.85,4,1,0,112734.94,1
559,47986429,Miller,847,Spain,Male,44,0,72051.11,4,1,1,132316.94,1
560,65449691,Jones,388,Germany,Female,59,9,244892.95,2,1,0,62587.15,1
561,68270292,Smith,543,France,Male,42,6,98486.09,4,1,1,128643.23,1
562,12226702,Miller,601,Germany,Female,28,1,195949.72,2,0,0,57223.56,0
563,93864910,Jones,820,France,Male,42,0,61696.78,1,1,1,57683.5,1
564,69441441,Davis,822,France,Male,44,1,33664.0,3,1,1,25546.35,0
565,15992974,Johnson,796,France,Female,31,8,85644.6,2,1,0,123802.54,1
566,70225502,Miller,776,Spain,Female,67,6,37996.64,2,1,1,66305.96,1
567,61728732,Jones,680,France,Male,59,7,24623.87,2,0,0,118173.36,1
568,52223356,Brown,517,Germany,Female,44,6,86442.11,4,1,1,71377.59,1
569,92091088,Smith,717,Germany,Female,23,10,193566.73,4,1,1,97933.54,0
570,60269392,Williams,582,Spain,Male,49,7,129438.11,1,1,0,47321.66,0
571,40276855,Johnson,588,France,Male,52,10,232994.93,1,0,1,147292.64,1
572,23272249,Jones,568,France,Male,45,1,90201.91,2,0,0,128629.43,0
573,13286837,Miller,379,Germany,Male,67,9,104785.69,2,0,0,129207.93,1
574,24964856,Davis,744,Spain,Male,64,6,239799.15,2,1,0,72081.23,0
575,61184692,Jones,428,Spain,Male,43,4,166660.35,2,0,1,105747.44,1
576,67293966,Johnson,520,France,Female,42,10,140766.14,2,1,1,28256.73,0
577,50454593,Johnson,789,France,Male,38,1,204210.79,2,0,1,12034.52,0
578,75360195,Brown,806,Germany,Female,30,9,31285.07,1,1,0,113450.56,1
579,71369454,Jones,826,France,Female,44,7,93968.44,4,0,0,146981.04,0
580,24721594,Davis,369,Germany,Male,31,3,108338.83,2,0,1,111763.43,0
581,62882517,Smith,529,Germany,Male,59,10,141918.71,3,1,1,120706.49,1
582,87459060,Davis,598,France,Female,41,5,177143.02,1,1,0,107506.02,0
583,89149310,Smith,428,France,Female,40,6,-142.45,4,1,0,56032.35,0
584,50960692,Williams,528,Germany,Female,50,3,237347.17,3,0,1,36369.46,1
585,99708078,Jones,584,France,Male,30,6,237438.15,3,0,1,146936.99,0
586,66635387,Williams,413,France,Male,44,10,241636.45,1,1,1,61243.54,0
587,22461526,Davis,597,France,Male,64,3,6311.41,2,0,0,130439.44,0
588,71586694,Jones,775,France,Female,63,10,35785.39,3,1,1,50842.0,1
589,85091281,Jones,773,France,Female,57,4,213399.53,4,0,1,93000.74,1
590,11956303,Williams,804,Spain,Female,58,10,87388.12,1,0,0,124327.52,0
591,48777748,Williams,458,France,Male,41,7,234435.87,4,0,0,99894.75,1
592,82302342,Davis,745,Spain,Male,24,3,169522.25,2,0,0,109687.39,0
593,30824175,Brown,442,Germany,Female,51,0,236205.26,4,0,0,50377.89,1
594,83282565,Davis,673,France,Male,41,10,62433.78,3,1,0,128251.64,1
595,64066248,Davis,426,France,Male,50,2,234009.66,2,1,0,58867.58,0
596,73908194,Johnson,625,France,Male,60,6,43386.17,2,1,1,120638.6,1
597,43170648,Smith,438,Germany,Male,67,7,107672.73,4,0,0,56935.5,1
598,22087228,Miller,587,France,Female,36,4,218948.13,3,1,0,12445.88,0
599,83356623,Brown,388,Spain,Female,44,6,186843.45,1,1,1,14423.05,0
600,85134945,Smith,828,France,Male,65,10,230816.59,2,0,0,13606.71,1
601,79983796,Williams,441,Spain,Male,22,7,150974.11,4,1,1,101402.24,0
602,66353478,Davis,677,Spain,Male,22,3,97422.65,3,0,1,97184.03,1
603,34788534,Miller,768,Germany,Male,49,7,238004.0,3,1,0,118949.11,0
604,73594602,Brown,449,Spain,Female,22,3,194401.58,4,0,0,39878.08,1
605,37305586,Williams,806,Germany,Female,19,8,113543.93,4,1,0,93534.02,1
606,71595878,Jones,789,Germany,Female,64,8,56582.22,1,1,0,43153.25,0
607,16388806,Smith,669,Germany,Female,22,3,26708.02,3,1,1,42819.57,0
608,81851645,Davis,707,Spain,Male,69,10,231801.39,3,1,0,144159.72,1
609,90366025,Jones,783,Spain,Female,27,7,53869.63,1,0,0,57441.09,0
610,69990653,Jones,780,Spain,Male,30,7,11664.13,2,0,1,141898.66,1
611,21620921,Williams,710,France,Male,45,2,36114.2,4,1,1,149827.36,0
612,57027476,Williams,520,Spain,Female,44,3,187392.22,2,0,1,108791.02,1
613,69085170,Davis,791,Spain,Male,47,7,120403.3,3,1,0,129067.33,1
614,25293339,Williams,383,Germany,Male,45,10,182598.93,4,0,1,59380.65,0
615,31567284,Smith,559,France,Male,38,0,19949.24,4,0,0,63206.59,1
616,47330365,Davis,663,Spain,Male,42,9,145723.58,1,1,1,32809.21,0
617,58251372,Jones,541,France,Male,40,2,55721.58,1,0,0,57784.35,0
618,43753426,Davis,681,France,Male,37,6,166717.51,3,0,1,79030.47,0
619,36557866,Miller,662,Germany,Male,23,10,236813.62,2,0,0,127976.17,0
620,32224604,Davis,835,France,Male,67,10,208430.09,3,1,1,116940.26,0
621,45874372,Miller,499,Spain,Female,68,10,182762.04,1,1,1,95572.01,1
622,26838423,Smith,762,France,Male,28,0,243425.83,3,0,0,111616.17,1
623,18580493,Williams,775,France,Male,66,8,241125.47,3,1,0,149099.41,1
624,22543592,Miller,783,Germany,Female,44,3,199154.83,3,1,1,56264.95,1
625,77098015,Jones,780,Germany,Male,21,1,229862.89,2,1,0,130189.83,1
626,90903566,Brown,840,Spain,Male,19,1,61332.94,3,1,1,48250.15,0
627,52286984,Davis,446,France,Female,45,9,196098.65,2,1,1,109029.75,0
628,64567111,Davis,799,Spain,Male,23,8,64220.7,1,0,1,52333.79,0
629,70270678,Miller,833,France,Male,66,6,46819.36,2,0,0,97130.42,1
630,38878664,Smith,741,France,Male,34,7,35812.13,1,1,0,46196.65,1
631,39135106,Brown,570,France,Male,70,1,121657.68,4,1,1,83147.02,0
632,23049716,Johnson,816,Spain,Female,44,1,191908.34,2,0,0,47731.2,1
633,52959672,Miller,434,Spain,Female,22,1,99781.56,4,0,0,61342.1,1
634,50305276,Johnson,479,Germany,Male,36,6,11645.61,1,0,0,98729.8,1
635,96318656,Jones,674,Germany,Female,27,4,120678.68,4,0,1,99158.99,1
636,96642184,Brown,691,France,Female,66,10,240291.97,1,1,1,110381.09,0
637,27988295,Jones,578,Spain,Male,63,7,75287.79,4,1,1,94672.53,1
638,14964260,Smith,648,Germany,Female,45,10,98057.39,4,0,1,93549.39,1
639,25766258,Jones,518,France,Male,30,2,244340.74,3,1,0,109333.3,1
640,69691128,Brown,804,Spain,Female,31,2,172282.62,1,1,1,110158.13,1
641,28954382,Smith,706,Germany,Female,61,6,-2051.64,2,0,1,93422.9,0
642,21325918,Jones,726,Germany,Male,46,7,180836.11,1,0,0,147998.54,0
643,27730994,Davis,565,Spain,Female,20,2,193717.56,4,0,0,95466.2,0
644,46866542,Johnson,702,Germany,Male,38,6,84523.95,3,0,0,137416.17,1
645,73421847,Miller,526,Germany,Male,61,3,2859.54,1,1,0,149012.51,1
646,88414688,Miller,830,France,Male,27,2,204094.04,1,0,1,113065.71,1
647,44568233,Brown,420,Germany,Male,34,10,10553.3,3,0,1,29490.3,0
648,38184003,Miller,681,Spain,Female,49,2,245154.45,4,1,0,91833.92,0
649,82398923,Jones,729,France,Male,57,2,174268.13,4,0,0,140166.51,0
650,76562929,Davis,505,France,Male,21,5,-1443.17,2,1,1,144623.27,0
651,77389062,Johnson,389,France,Female,31,7,174677.59,2,0,0,50985.49,0
652,11072033,Davis,497,France,Female,58,10,98745.14,4,0,1,29171.82,0
653,66019149,Brown,425,Germany,Male,60,10,117784.88,4,0,0,132039.03,1
654,88564216,Davis,529,Spain,Male,53,8,31756.87,1,0,1,31304.03,1
655,30570657,Brown,356,Spain,Female,19,8,197626.77,4,1,1,9573.63,0
656,63012453,Williams,420,Germany,Male,64,10,65094.27,1,1,1,34455.76,1
